,BSSE_QGF_204446,BSSE_QGF_204447,BSSE_QGF_204448,BSSE_QGF_204449,BSSE_QGF_204450,BSSE_QGF_204451,BSSE_QGF_204452,BSSE_QGF_204453,BSSE_QGF_204458,BSSE_QGF_204459,BSSE_QGF_204460,BSSE_QGF_204461,BSSE_QGF_204462,BSSE_QGF_204463,BSSE_QGF_204464,BSSE_QGF_204465
LRG_813,3860,4311,5830,5127,4004,5600,4176,6192,2594,3670,3276,3242,3837,5778,4935,5569
ENSG00000235128,15,21,14,19,9,9,5,17,11,11,9,11,8,12,11,13
ENSG00000237524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260163,0,0,0,0,0,5,1,0,0,1,3,1,0,0,1,1
ENSG00000237630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226789,13,17,27,4,19,9,27,12,11,6,6,4,12,12,22,8
ENSG00000286145,0,0,6,0,1,1,9,10,5,1,4,2,4,1,10,1
ENSG00000200250,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
ENSG00000236682,92,103,136,111,121,187,234,187,61,60,135,71,58,71,166,125
LRG_599,6,1,126,4,10,8,102,6,7,3,56,6,3,2,27,10
ENSG00000115718,6,1,127,4,10,8,105,6,7,3,57,6,3,2,27,10
ENSG00000231731,0,0,2,4,0,0,2,0,0,0,1,0,0,3,1,4
ENSG00000202429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000169994,0,0,15,0,0,0,2,0,0,0,0,0,0,2,3,0
ENSG00000144230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173349,403,324,294,470,562,437,385,568,446,366,190,330,423,382,342,351
ENSG00000202532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273950,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000272667,18,20,9,33,22,26,10,26,22,29,11,23,17,45,24,22
ENSG00000286873,17,14,1,16,28,27,4,23,16,24,3,17,9,11,19,21
ENSG00000204399,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234044,4,0,7,3,2,3,6,8,2,8,2,2,2,3,7,2
ENSG00000200432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136731,6341,5066,5941,6261,8427,5882,5918,5953,6354,5150,3883,4564,6563,5707,6066,5156
ENSG00000229758,7,14,16,5,17,18,26,16,16,8,8,5,1,9,11,5
ENSG00000185631,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1
ENSG00000238180,0,0,3,0,0,1,1,0,0,0,1,0,0,0,2,0
ENSG00000233428,8,7,12,5,9,11,14,12,6,14,16,8,5,0,17,3
ENSG00000286957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222014,236,166,306,146,273,240,199,230,222,209,200,199,210,183,214,166
ENSG00000217289,116,148,238,162,125,117,102,155,115,133,75,101,100,167,146,190
ENSG00000231147,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000231240,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ENSG00000224087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000152082,997,1098,1822,1069,1139,1462,2251,1046,862,954,1411,814,686,1947,1582,1636
ENSG00000227632,117,137,121,242,144,208,132,222,109,167,71,126,99,183,109,188
ENSG00000213225,154,161,311,151,220,181,280,165,138,133,161,123,145,241,275,152
ENSG00000234398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236211,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
ENSG00000230496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234934,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233550,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000226915,23,9,40,28,30,25,29,36,27,18,34,22,19,23,26,21
ENSG00000136718,1629,1312,2873,1808,1953,1457,2292,1531,1547,1269,1513,967,1702,1830,2291,1473
ENSG00000072135,5325,7351,5181,7313,8615,10327,6539,9061,5949,7778,3757,6481,5192,9547,6461,7140
ENSG00000230646,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000152093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000183292,2,3,3,1,1,3,5,1,3,1,1,3,1,7,2,2
ENSG00000277668,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
ENSG00000222038,287,235,525,234,309,340,470,333,170,188,277,202,182,344,478,413
ENSG00000251757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000282944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240253,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
ENSG00000173302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000178171,0,0,0,1,2,0,0,0,3,0,1,0,0,0,0,1
ENSG00000232503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136002,26,24,15,49,9,15,6,19,22,15,18,11,21,8,11,42
ENSG00000284479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000115762,4317,3366,5219,3410,5608,4230,4198,3983,4353,3842,3020,2759,4459,4565,4563,3601
ENSG00000188219,898,886,1590,797,1083,1090,1499,952,804,740,907,673,713,1111,1671,1268
ENSG00000212199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283303,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000227275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232742,24,37,30,72,52,90,54,113,37,58,28,96,33,56,56,66
ENSG00000075886,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000152117,1586,1505,3463,1427,2283,1652,2460,1405,1464,1278,1896,1010,1489,2007,2283,1392
ENSG00000163040,36,18,321,14,38,14,177,5,22,16,147,11,26,38,157,14
ENSG00000286208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204434,718,548,943,590,789,766,1228,746,692,510,626,468,574,793,1438,883
ENSG00000251956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224559,0,0,2,1,2,0,0,1,0,2,1,4,2,1,0,0
ENSG00000287151,77,51,158,47,219,189,241,194,23,26,31,23,93,83,83,41
ENSG00000288031,15,5,15,2,32,23,29,21,5,3,1,5,22,12,22,8
ENSG00000197927,18,15,62,21,66,84,105,72,10,7,12,11,25,20,28,17
ENSG00000287071,2,0,2,3,6,2,14,9,0,1,1,0,1,1,1,1
ENSG00000244337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225594,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
ENSG00000233786,87,29,107,58,86,55,100,76,74,66,97,78,102,38,131,66
ENSG00000018607,4,0,0,2,0,0,0,0,1,0,0,1,2,0,0,0
ENSG00000286833,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1
ENSG00000230992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000183840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226953,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000152127,4665,4063,2386,3158,3997,3327,1768,3168,5476,5417,1986,3407,4075,4073,2385,3239
ENSG00000263813,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000289534,1,0,0,0,0,1,0,0,1,1,0,1,0,2,0,0
ENSG00000222921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287463,1,0,2,1,4,2,0,0,4,5,0,4,4,1,4,0
ENSG00000234682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000153086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000082258,3181,2411,2156,2875,4082,3086,1914,3253,3062,2962,1401,2324,3351,2421,1932,2367
ENSG00000115839,1281,859,2829,2972,772,390,1613,701,1015,713,2134,729,1346,735,2454,1645
ENSG00000208308,5,0,3,0,0,0,0,3,1,0,2,2,0,2,4,0
ENSG00000048991,2592,2059,4076,2560,2810,2520,3425,2369,2271,2129,2593,2029,2393,2435,4143,2651
ENSG00000207654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000144224,7248,5522,8538,7996,8784,7662,7040,8776,7278,7183,6222,6868,12914,9723,9183,11754
ENSG00000226806,9,6,140,59,5,5,84,20,5,4,87,28,11,9,175,76
ENSG00000231890,833,316,384,182,285,224,205,192,163,135,164,165,339,227,226,174
ENSG00000237262,18,4,14,2,2,1,10,3,3,0,4,2,4,6,11,4
ENSG00000279024,2,0,0,0,4,3,1,1,0,0,0,1,5,2,0,0
ENSG00000251976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000144229,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000222394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000150540,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233045,13,10,46,20,17,24,40,37,16,8,24,19,7,10,28,25
ENSG00000237939,19,7,40,20,33,23,40,16,20,16,16,11,12,22,40,25
ENSG00000230569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000144228,941,594,1045,770,1194,928,859,982,962,1090,704,961,1136,731,756,796
ENSG00000241772,78,58,98,73,91,87,70,103,100,107,65,113,145,50,68,73
ENSG00000237772,1,3,1,3,1,0,1,3,4,9,3,7,4,2,2,1
ENSG00000229104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235232,0,4,0,0,1,0,1,0,1,0,1,0,0,0,0,0
ENSG00000240977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000115919,2,2,1,1,6,3,4,1,0,1,0,1,2,1,0,2
ENSG00000075884,3842,3165,3370,3803,5238,5384,4255,5028,4521,4336,3462,3643,3986,3306,4674,3978
ENSG00000226839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283994,9,9,3,9,18,18,5,16,7,9,7,9,13,16,10,9
ENSG00000236356,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
ENSG00000200287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232377,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
ENSG00000283118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238057,1,0,3,0,2,7,8,10,1,1,1,5,0,2,3,5
ENSG00000275372,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0
ENSG00000273537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277444,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000232606,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000226674,0,1,0,1,2,1,0,6,3,3,0,3,5,5,0,0
ENSG00000276706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198526,2,2,3,0,1,2,1,0,1,2,4,2,1,0,3,2
ENSG00000231040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000121989,223,143,48,125,559,304,75,450,441,290,67,194,383,201,69,149
ENSG00000212389,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ENSG00000204406,1257,1112,997,1719,1380,1416,911,1584,1015,1141,713,1142,1192,1003,918,1187
ENSG00000281469,13,4,9,5,13,16,7,18,19,14,10,11,12,8,18,13
ENSG00000281772,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0
ENSG00000232238,4,4,6,1,6,5,6,3,3,1,7,5,0,1,5,5
ENSG00000135999,1420,1125,946,1181,1611,1366,864,1494,1355,1327,614,1042,1602,1255,966,1257
ENSG00000168280,704,541,1293,994,607,415,538,290,596,534,674,548,611,388,552,347
ENSG00000150556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224337,4,2,0,2,5,4,2,1,3,3,1,7,3,6,1,3
ENSG00000187123,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000223604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231969,5,7,5,2,6,5,4,7,4,3,1,4,4,12,2,10
ENSG00000230645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213201,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
ENSG00000123610,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000264684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000080345,3819,1983,4460,2812,4002,2489,3827,2189,3517,2844,2673,2094,3894,1827,3851,2207
ENSG00000288066,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234272,2,0,1,1,1,0,0,0,0,0,2,0,1,1,0,0
ENSG00000286234,0,2,0,1,1,0,0,2,3,0,1,6,3,1,1,1
ENSG00000157827,8,100,61,119,37,39,24,138,36,30,15,80,10,8,8,24
ENSG00000213197,41,49,103,34,69,45,83,33,49,26,54,29,46,51,94,46
ENSG00000177917,1436,1066,1131,1007,2310,1777,1780,1281,1597,1615,1229,1209,1952,1836,1550,1535
ENSG00000226213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000144278,16,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0
ENSG00000230251,2,8,13,5,8,3,9,2,2,1,17,2,1,1,10,1
ENSG00000238004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227682,66,101,202,79,80,82,153,117,71,90,140,82,72,108,234,104
ENSG00000233709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286679,0,0,1,1,0,1,0,1,0,0,0,2,0,5,0,0
ENSG00000115159,738,610,2176,954,1167,819,2792,1271,775,583,1790,1042,904,815,2285,1346
ENSG00000283436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136542,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ENSG00000007001,0,3,0,8,1,0,1,6,0,1,0,2,2,4,2,0
ENSG00000270557,70,112,50,57,81,102,72,83,90,112,32,83,97,82,83,49
ENSG00000251980,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000271320,13,11,1,16,15,22,11,26,17,17,5,24,14,27,4,11
ENSG00000231158,7,2,14,5,9,6,10,3,3,3,1,5,4,7,8,4
ENSG00000237327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000144283,904,545,2113,381,948,646,1706,430,872,524,1194,526,905,804,2137,803
ENSG00000289488,7,3,0,1,1,1,2,2,0,1,0,1,3,5,0,1
ENSG00000227331,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0
ENSG00000228586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231675,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000163331,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000243792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251491,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000188668,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000115183,0,0,0,0,0,0,1,0,0,1,0,1,3,1,1,0
ENSG00000213189,284,187,575,294,359,254,313,295,278,226,281,196,315,176,432,198
ENSG00000275141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223642,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0
ENSG00000270893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224152,0,0,2,0,3,0,0,0,0,0,0,0,0,0,2,0
ENSG00000136536,3578,2342,3783,3790,4460,3781,3307,4283,3650,3680,2774,3539,3933,2487,3425,3380
ENSG00000244372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136560,4485,3188,3902,3559,6925,4283,4429,4115,5797,4084,3528,3374,5605,4197,4452,3999
ENSG00000227403,240,190,235,386,163,229,205,257,130,189,124,254,128,179,270,224
ENSG00000225813,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,2
ENSG00000115233,1787,1041,6484,1142,2535,1506,4177,1290,2159,1201,3362,1214,1813,1334,4849,1596
ENSG00000271924,1,3,6,0,2,4,1,4,0,0,1,2,8,4,5,3
ENSG00000136535,2,3,1,2,3,7,3,1,5,1,0,3,3,6,0,1
ENSG00000251621,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000144290,44,49,124,48,33,25,98,13,56,114,123,91,149,566,143,162
ENSG00000280105,0,1,1,0,2,0,0,4,1,5,0,4,2,2,0,0
ENSG00000238570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235716,0,0,1,0,0,0,3,0,1,0,2,0,1,0,0,2
ENSG00000230918,333,176,114,167,253,112,158,108,176,134,71,78,279,198,232,156
ENSG00000224674,3,3,2,4,7,3,0,3,6,5,1,4,4,4,0,2
ENSG00000233397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236841,0,0,0,4,0,0,0,0,0,1,0,0,0,0,2,0
ENSG00000115271,78,52,271,166,107,108,271,80,85,59,156,54,70,49,182,55
ENSG00000212312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277998,985,472,2416,1159,930,1032,1607,1195,785,856,1344,1032,813,562,1666,1110
ENSG00000236283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136531,1,0,2,1,4,0,2,0,1,0,2,0,1,0,0,1
ENSG00000233204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000178662,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000235192,36,120,16,17,174,330,82,335,81,250,44,309,85,174,51,88
ENSG00000224490,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,1
ENSG00000236107,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
ENSG00000283657,1,1,0,0,4,0,2,0,2,0,0,1,0,2,2,0
ENSG00000163092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000172318,1,0,1,1,1,2,2,0,0,1,3,1,0,3,1,0
ENSG00000228222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000172292,2645,1557,2208,3375,1421,1268,1749,2058,1050,1012,1384,1251,2390,1299,2276,2136
ENSG00000265694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163072,0,0,0,0,0,0,3,6,0,0,0,0,1,0,0,0
ENSG00000152254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000073737,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0
ENSG00000235321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163093,46,29,76,45,65,45,79,46,47,40,53,19,46,29,68,59
ENSG00000251569,21,12,23,19,25,8,27,20,25,24,18,11,25,9,33,23
ENSG00000239474,4,0,0,2,1,1,1,8,2,0,1,0,0,3,1,1
ENSG00000138398,3220,2351,4279,2759,4448,3456,3949,3398,3572,2923,2831,2657,3494,2592,4092,2785
ENSG00000144362,109,48,60,37,130,82,86,62,132,92,60,71,145,62,77,61
ENSG00000213160,153,93,495,57,353,214,451,130,209,130,338,124,237,122,413,87
ENSG00000206961,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0
ENSG00000214369,1,1,0,2,1,2,0,2,1,3,3,2,5,2,0,1
ENSG00000138385,2444,1582,4195,2073,2853,2155,3469,2264,2587,2002,2343,1820,2456,1668,4283,1865
ENSG00000144357,1422,1056,1900,1832,1805,1481,1621,1477,1387,1528,1100,1272,1729,1280,1890,1486
ENSG00000071909,5,4,51,9,5,11,26,4,0,1,10,8,4,1,31,1
ENSG00000275414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000128692,1303,974,4917,1340,1715,1427,3175,1395,1324,1097,2623,1124,1278,1110,3547,1272
ENSG00000239467,0,0,2,1,4,0,1,0,0,0,1,0,0,1,1,1
ENSG00000222509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000128683,1,0,33,17,0,0,2,1,0,0,1,2,0,1,12,1
ENSG00000115806,3443,2826,4919,3661,4759,4015,4270,4376,3501,3014,3034,2952,3565,3711,4448,3382
ENSG00000115827,1450,942,1171,1364,1430,1299,1198,1563,1260,1440,872,1253,1586,980,1476,1277
ENSG00000228507,42,51,88,42,66,47,72,62,44,24,42,42,36,41,88,27
ENSG00000234061,5,3,3,2,1,0,0,3,0,1,0,0,1,1,0,0
ENSG00000071967,199,325,540,888,62,105,215,326,121,275,211,386,61,141,270,381
ENSG00000233934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000077380,1564,1305,2320,1233,2045,1804,2141,1566,1746,1580,1455,1336,1726,1703,2367,1440
ENSG00000128708,1784,896,3981,973,2199,1539,4222,1232,1908,1041,2750,1052,1661,1109,4839,1329
ENSG00000172878,273,115,231,243,219,149,263,172,145,125,91,74,249,188,288,125
